epoch,global_step,stage,val_loss,val_wer
0,0.0,val_end,,
0,4077.0,val_end,,
0,4077.0,train_end,30.743141174316406,0.2523494362831116
1,8154.0,val_end,30.743141174316406,0.2523494362831116
1,8154.0,train_end,30.700939178466797,0.2539440095424652
