epoch,global_step,stage,val_loss,val_wer
0,0.0,val_end,,
0,4077.0,val_end,,
0,4077.0,train_end,30.740894317626953,0.25245124101638794
1,8154.0,val_end,30.740894317626953,0.25245124101638794
1,8154.0,train_end,30.806093215942383,0.25194233655929565
