epoch,global_step,stage,val_loss,val_wer
0,0.0,val_end,,
0,20882.998046875,val_end,,
0,20882.998046875,train_end,13.163619995117188,0.07856542617082596
1,41765.99609375,val_end,13.163619995117188,0.07856542617082596
1,41765.99609375,train_end,13.25946044921875,0.07849904894828796
